"","Otu0001","Otu0002","Otu0003","Otu0004","Otu0005","Otu0006","Otu0007","Otu0008","Otu0009","Otu0010","Otu0011","Otu0012","Otu0013","Otu0014","Otu0015","Otu0016","Otu0017","Otu0018","Otu0019","Otu0020","Otu0021","Otu0022","Otu0023","Otu0024","Otu0025","Otu0026","Otu0027","Otu0028","Otu0029","Otu0030","Otu0031","Otu0032","Otu0033","Otu0034","Otu0035","Otu0036","Otu0037","Otu0038","Otu0039","Otu0040","Otu0041","Otu0042","Otu0043","Otu0044","Otu0045","Otu0046","Otu0047","Otu0048","Otu0049","Otu0050","Otu0051","Otu0052","Otu0053","Otu0054","Otu0055","Otu0056","Otu0057","Otu0058","Otu0059","Otu0060","Otu0061","Otu0062","Otu0063","Otu0064","Otu0065","Otu0066","Otu0068","Otu0069","Otu0070","Otu0071","Otu0072","Otu0073","Otu0074","Otu0075","Otu0076","Otu0077","Otu0078","Otu0079","Otu0081","Otu0082","Otu0083","Otu0084","Otu0085","Otu0087","Otu0088","Otu0089","Otu0090","Otu0092","Otu0093","Otu0094","Otu0095","Otu0096","Otu0097","Otu0098","Otu0099","Otu0102","Otu0103","Otu0104","Otu0106","Otu0107","Otu0108","Otu0109","Otu0110","Otu0112","Otu0113","Otu0114","Otu0115","Otu0116","Otu0118","Otu0120","Otu0122","Otu0123","Otu0124","Otu0127","Otu0128","Otu0129","Otu0130","Otu0131","Otu0132","Otu0133","Otu0134","Otu0136","Otu0138","Otu0139","Otu0140","Otu0141","Otu0142","Otu0143","Otu0144","Otu0145","Otu0146","Otu0147","Otu0148","Otu0149","Otu0150","Otu0152","Otu0154","Otu0155","Otu0156","Otu0157","Otu0158","Otu0160","Otu0161","Otu0162","Otu0163","Otu0164","Otu0165","Otu0166","Otu0167","Otu0168","Otu0169","Otu0170","Otu0171","Otu0172","Otu0173","Otu0174","Otu0175","Otu0176","Otu0177","Otu0179","Otu0180","Otu0181","Otu0182","Otu0183","Otu0184","Otu0185","Otu0186","Otu0187","Otu0189","Otu0190","Otu0191","Otu0192","Otu0193","Otu0195","Otu0196","Otu0197","Otu0198","Otu0199","Otu0200","Otu0201","Otu0202","Otu0204","Otu0205","Otu0208","Otu0209","Otu0211","Otu0214","Otu0215","Otu0217","Otu0218","Otu0220","Otu0221","Otu0224","Otu0227","Otu0228","Otu0229","Otu0230","Otu0231","Otu0232","Otu0233","Otu0234","Otu0235","Otu0236","Otu0238","Otu0239","Otu0243","Otu0247","Otu0251","Otu0252","Otu0253","Otu0256","Otu0260","Otu0261","Otu0262","Otu0264","Otu0266","Otu0270","Otu0271","Otu0272","Otu0273","Otu0274","Otu0275","Otu0277","Otu0279","Otu0280","Otu0283","Otu0284","Otu0285","Otu0291","Otu0293","Otu0295","Otu0297","Otu0298","Otu0299","Otu0301","Otu0304","Otu0308","Otu0309","Otu0312","Otu0313","Otu0318","Otu0322","Otu0325","Otu0330","Otu0331","Otu0340","Otu0341","Otu0343","Otu0345","Otu0355","Otu0356","Otu0357","Otu0358","Otu0361","Otu0371","Otu0380","Otu0382","Otu0387","Otu0395","Otu0397","Otu0401","Otu0423","Otu0425","Otu0426","Otu0435","Otu0445","Otu0469","Otu0484","Otu0494","Otu0505","Otu0553"
"37",439,1,6910,294,195,152,0,1233,433,78,0,595,42,493,1178,1007,442,341,0,0,0,323,519,248,0,183,203,323,366,0,0,342,830,10,414,0,208,213,374,153,413,79,155,27,162,0,0,112,0,0,12,65,0,0,158,67,0,0,0,0,5,218,0,138,128,68,0,19,152,11,137,12,0,0,27,0,0,212,97,21,142,4,26,2,0,0,39,2,94,31,0,150,2,79,11,126,0,31,49,7,7,55,0,28,0,61,24,0,0,0,17,13,0,0,51,18,16,27,30,0,17,0,25,6,0,0,0,39,0,0,18,5,2,34,0,0,25,25,42,10,7,0,10,3,24,23,3,0,15,0,0,0,47,7,8,0,0,0,0,2,21,11,22,11,0,0,27,0,0,0,19,0,1,4,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"187",1047,12956,1,134,532,0,398,1414,826,0,587,82,42,590,28,661,893,600,0,0,0,568,101,308,0,554,1,256,3,0,0,328,0,13,114,0,294,0,385,318,295,542,61,65,0,0,0,204,0,0,0,62,0,0,72,109,0,0,0,0,61,22,0,33,60,202,0,20,101,373,70,24,0,0,82,0,0,0,137,42,102,0,61,0,0,0,89,361,13,10,0,50,4,107,25,37,3,3,46,6,0,12,0,69,0,0,13,0,0,0,13,0,0,0,0,0,0,12,0,0,0,0,25,16,0,1,0,0,0,0,13,50,0,16,0,0,0,0,2,34,5,7,0,0,36,37,0,6,33,0,0,0,0,26,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,1,0,0,0,35,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"193",2731,1781,0,892,14,4,637,876,179,1814,5132,461,215,794,106,204,282,238,0,0,0,96,63,278,0,721,232,434,451,0,0,252,11,35,244,0,526,84,247,42,348,14,123,69,295,24,0,168,0,0,111,372,0,1532,120,65,0,1055,462,0,50,151,0,171,192,165,76,37,281,1,130,37,0,0,140,0,34,0,0,201,0,2,96,32,0,0,187,76,124,19,0,96,34,2,31,0,2,267,99,66,6,16,0,50,0,72,44,0,8,67,56,17,334,1,32,18,25,108,18,0,0,0,190,45,25,5,0,15,47,0,31,30,0,0,22,0,1,19,29,82,24,18,27,16,43,0,6,0,0,0,9,37,21,0,1,0,5,0,0,0,0,0,0,0,16,19,19,0,1,0,0,0,5,0,2,9,0,14,0,0,10,0,0,8,0,0,0,0,0,0,0,11,4,5,0,0,0,0,0,0,0,0,3,0,0,4,0,0,28,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"184",3682,0,3,331,184,2,4535,925,965,1114,46,0,617,654,0,201,1903,1132,0,0,137,115,233,635,0,553,10,326,1330,0,0,176,116,135,615,0,139,98,227,261,419,76,397,438,481,1756,172,123,0,0,97,56,0,1120,49,167,0,0,1489,0,23,425,3,611,665,132,930,97,84,0,219,31,0,0,85,0,113,0,60,113,0,43,190,12,0,0,767,52,146,16,0,0,41,59,101,0,12,172,164,50,0,30,0,61,0,111,71,0,97,49,85,0,0,0,81,9,20,71,299,137,0,0,320,62,41,0,0,16,47,0,33,44,0,0,12,0,7,15,34,75,314,50,18,15,14,0,6,0,0,0,13,205,44,0,4,0,0,0,6,37,0,7,0,9,4,15,40,2,0,2,0,0,7,0,0,31,0,0,0,0,41,0,0,19,8,0,0,2,0,0,5,0,0,13,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"202",1422,32,2002,1117,361,20,1028,1053,169,3374,2763,289,533,782,323,300,0,780,0,0,115,83,455,236,0,836,133,527,261,0,0,311,82,86,378,0,280,143,264,52,494,42,206,100,263,3,0,175,0,0,121,9,0,1894,55,121,0,1419,395,0,98,200,0,183,190,191,911,19,155,5,114,59,0,0,93,0,120,26,14,313,0,0,236,0,0,0,234,19,103,41,0,79,53,8,24,0,5,178,42,63,10,15,0,45,0,32,40,0,0,240,51,6,437,0,45,0,0,84,128,60,3,0,118,41,16,25,0,4,39,0,23,22,0,0,12,0,16,1,35,66,0,17,48,11,11,0,5,0,0,0,19,120,18,0,0,0,6,8,0,0,0,0,0,0,16,34,29,0,0,5,0,128,5,0,11,31,0,0,0,0,14,0,0,34,0,0,0,0,0,0,4,0,5,2,0,0,0,0,0,0,0,0,37,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"199",1910,0,0,164,271,0,4056,504,90,1473,1513,31,219,601,371,231,681,159,0,0,68,34,100,238,0,498,597,175,444,0,0,189,25,127,778,0,183,68,138,82,238,169,116,141,136,1025,100,114,0,0,79,0,0,1657,39,43,0,0,242,0,6,103,3,118,115,128,76,27,333,0,133,16,0,0,132,0,79,0,63,140,51,2,248,13,0,0,287,14,86,0,0,0,34,35,39,0,6,76,47,35,27,7,0,35,8,33,28,0,136,80,30,0,0,0,34,6,10,33,195,123,6,0,80,11,23,0,0,6,34,0,20,36,0,0,0,0,17,0,19,22,12,18,15,14,49,0,11,0,0,0,0,26,20,0,0,0,0,2,1,0,0,3,0,0,4,23,12,0,0,3,1,0,3,0,0,0,0,1,0,0,8,0,0,18,2,0,0,0,0,8,0,1,0,8,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"212",2279,10677,0,139,289,0,686,1977,1254,0,4657,157,280,632,479,682,22,966,0,0,0,857,312,297,0,591,106,1007,18,0,0,586,0,0,157,0,384,73,1463,556,315,0,123,85,0,0,0,150,0,0,0,68,0,184,31,161,0,0,0,0,17,159,45,53,318,534,0,42,181,123,45,19,0,0,36,0,0,51,154,70,595,1,14,0,0,0,68,18,0,14,0,56,6,108,83,0,18,48,54,98,0,30,70,36,9,5,3,0,0,0,40,0,0,0,0,0,0,54,0,0,49,0,108,81,0,0,0,0,2,0,33,122,0,17,0,0,0,0,12,29,0,16,17,2,41,0,0,1,70,0,0,0,0,10,5,0,0,4,0,0,0,6,18,6,0,0,0,0,0,0,0,0,0,6,0,1,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,2,0,16,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"210",2050,0,0,11,273,1,209,1126,599,109,2173,297,749,1446,117,338,724,1083,0,0,141,301,422,369,0,690,580,376,807,0,0,865,0,30,731,0,403,211,396,197,722,0,195,295,483,773,173,189,0,0,57,268,0,619,87,225,0,0,423,0,73,839,0,238,271,298,232,40,270,939,111,66,0,0,84,0,244,0,47,323,665,16,485,7,0,0,161,0,73,16,0,0,7,36,463,0,53,156,100,16,0,31,0,120,0,34,52,0,0,125,43,0,0,0,84,0,0,87,427,71,4,0,0,36,9,28,0,13,23,0,58,151,0,0,88,0,3,25,42,113,168,34,51,14,7,0,21,0,0,0,0,23,59,0,11,0,0,0,0,3,0,0,0,3,481,14,38,10,0,17,0,0,0,0,1,0,49,0,0,0,60,0,0,39,5,8,1,0,0,0,5,0,0,0,0,0,0,0,0,0,11,0,0,0,0,7,3,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200",3520,5374,1,1045,145,21,962,1508,2003,0,1488,257,314,939,438,1048,0,416,0,0,0,632,105,446,0,661,5,896,23,0,0,461,16,2,750,0,562,37,829,639,432,1,123,115,103,0,727,93,0,0,12,46,0,143,170,150,0,0,0,0,42,234,19,177,587,161,0,186,0,6,52,50,0,0,26,0,0,7,24,199,298,0,33,45,0,0,33,231,115,62,0,0,25,19,93,0,12,21,121,145,3,46,0,49,0,72,22,0,244,3,81,0,0,0,0,0,0,27,0,0,32,0,241,136,0,7,0,0,10,0,10,91,20,27,0,0,10,0,42,87,51,29,31,34,31,0,13,0,95,0,4,0,13,18,38,0,0,9,0,0,0,0,19,0,0,0,0,0,0,0,0,0,4,36,0,8,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,38,5,0,0,0,6,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"189",1231,7,12206,1529,176,262,0,974,1053,79,515,793,312,754,1948,588,0,631,0,0,266,1116,501,555,0,389,48,219,608,0,0,506,475,0,433,1863,276,359,507,329,443,57,247,48,269,0,0,119,0,0,114,156,0,0,102,56,0,0,0,0,65,381,0,280,88,133,865,76,332,0,194,47,0,0,18,0,175,72,53,61,89,0,53,68,0,0,77,32,65,106,0,157,22,52,27,0,3,33,99,95,0,139,0,23,0,20,47,0,0,0,53,3,0,0,110,0,0,40,0,0,71,0,74,55,0,52,0,0,11,0,16,6,16,34,1,16,14,24,15,17,4,14,16,7,17,0,2,13,85,0,0,0,37,21,19,0,0,2,0,0,1,7,55,9,0,16,9,13,0,18,0,0,0,6,0,0,0,2,0,0,4,0,0,13,5,0,0,0,1,0,0,0,1,7,0,0,0,0,6,0,11,3,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"183",2281,4569,2036,1384,82,0,145,1081,1672,0,2363,573,135,622,501,531,336,270,0,0,5,330,255,325,0,446,33,868,195,0,0,472,10,27,91,194,348,50,792,421,261,5,80,55,72,0,105,104,0,0,46,94,0,0,255,111,0,0,0,0,0,218,14,97,288,149,6,32,73,117,32,39,0,0,27,0,0,46,25,90,92,4,3,366,0,0,11,14,103,41,0,35,34,17,12,3,13,12,48,55,0,21,0,25,26,0,46,0,32,0,21,0,0,0,15,0,0,47,0,0,24,0,40,35,0,12,0,0,0,0,17,16,7,11,0,0,4,0,9,20,7,7,7,17,10,7,0,0,60,0,0,0,0,23,19,0,0,0,0,0,0,0,10,5,0,0,0,6,0,4,0,0,0,3,0,0,4,4,0,0,0,0,0,0,7,0,0,0,2,0,0,1,3,0,0,0,0,0,1,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"196",1865,1098,9235,830,296,0,35,990,3164,0,577,1799,90,984,1344,243,74,542,0,0,24,808,342,737,0,188,127,1872,651,0,0,572,119,48,292,858,176,49,929,1229,552,17,109,91,296,0,25,1,0,0,29,33,0,0,571,155,0,0,0,0,0,904,0,204,36,77,0,97,76,22,41,32,0,0,18,0,0,60,1,79,31,28,0,89,0,0,35,2,103,63,0,97,11,0,30,0,4,0,85,61,0,17,0,37,10,33,84,0,2,2,61,2,0,0,51,0,0,64,0,0,34,0,142,94,0,0,0,12,1,0,7,10,1,12,0,51,7,0,14,8,64,8,11,21,25,3,0,0,83,0,2,0,0,29,12,0,0,7,0,0,4,0,34,6,0,0,11,17,0,2,0,0,15,32,0,9,0,4,0,0,8,0,0,0,2,0,0,0,0,0,0,0,36,15,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,1,0,3,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"201",944,0,8380,573,27,15,0,1111,688,0,135,588,47,748,646,344,0,245,0,0,105,734,793,723,0,46,1,437,272,0,0,402,291,31,356,899,126,107,562,178,359,0,181,23,241,0,0,91,0,0,5,69,0,0,80,99,0,0,0,0,11,54,0,278,244,57,77,57,86,0,63,36,0,0,25,0,5,9,6,80,78,4,22,35,0,0,171,49,42,123,0,92,3,3,2,0,0,43,80,87,0,56,0,16,0,45,17,0,0,16,47,1,0,0,77,1,13,75,0,0,45,0,121,85,0,0,0,26,17,0,9,11,0,62,0,0,22,11,12,31,43,34,13,8,16,0,0,1,87,0,0,0,21,104,16,0,7,0,0,0,0,2,19,0,0,0,5,0,0,0,2,0,5,2,0,0,0,11,0,0,10,0,0,2,0,0,0,0,0,0,0,0,2,5,0,1,0,0,5,0,8,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"192",6750,7663,137,653,339,8,152,1740,906,0,40,123,424,1664,196,904,2620,230,0,0,6,509,250,327,0,1301,58,772,61,0,0,689,25,3,341,0,477,42,867,427,398,2,131,108,7,0,0,195,0,0,36,242,0,0,137,219,0,0,0,0,119,61,12,173,468,362,0,54,408,86,23,107,0,0,69,0,0,43,22,187,927,9,55,1,0,0,106,56,37,60,0,113,20,11,46,103,24,7,90,49,0,37,0,78,0,0,21,0,0,4,20,0,0,0,0,0,0,67,0,0,16,0,109,76,0,0,0,0,0,0,36,79,0,23,0,0,0,0,9,57,0,46,4,23,55,0,0,10,73,0,0,0,0,48,6,0,0,8,0,0,0,6,46,4,0,0,0,13,0,18,1,0,0,33,3,1,0,0,0,9,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,7,0,34,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"213",429,0,2,1152,8,7657,1877,622,239,1773,0,6020,21,188,0,1,170,25,0,0,7,0,785,1252,0,24,1,69,76,0,0,265,472,0,6,0,49,370,0,494,0,0,467,89,0,0,0,218,0,0,0,51,0,0,0,199,0,0,0,3,6,29,0,53,0,617,0,49,174,35,0,120,544,1760,2,387,1914,0,0,52,0,0,0,0,0,391,29,42,0,21,444,0,91,0,162,0,0,38,191,2,0,0,0,299,0,121,139,804,0,118,246,0,0,145,0,5,214,25,0,0,16,54,0,21,4,0,225,0,0,293,226,104,0,0,40,0,31,0,42,23,0,2,0,112,38,0,12,0,0,301,0,0,0,14,37,0,0,6,142,0,0,30,0,1,16,0,50,14,229,55,20,104,13,0,0,0,0,0,5,1,42,0,191,18,20,1,0,0,3,0,0,0,0,0,0,0,178,2,0,0,0,13,0,0,0,0,12,0,7,0,0,0,3,4,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"207",742,0,0,1120,6,2198,347,190,440,1102,8,4888,1,514,0,3,50,31,0,0,0,1,335,1118,0,140,4,123,143,0,0,490,454,0,10,0,0,342,0,357,0,12,309,85,0,0,0,312,0,0,0,80,0,0,0,163,0,0,0,0,0,165,0,172,7,365,0,47,68,62,0,108,443,1327,6,414,848,0,0,98,0,0,0,20,0,192,20,22,0,2,199,0,100,0,112,0,1,31,162,5,0,0,0,184,0,114,89,139,0,219,186,0,0,207,0,3,304,41,0,0,1,58,0,40,11,0,281,0,0,214,293,42,0,0,31,0,7,0,30,21,0,6,51,12,8,0,98,68,0,362,0,0,0,7,7,0,0,1,75,0,0,33,0,0,18,0,81,23,127,20,7,0,27,0,0,0,0,0,610,0,30,0,275,14,0,0,28,0,2,0,0,0,0,0,0,0,113,0,0,0,0,1,0,0,0,0,3,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"186",905,1,3,775,0,12865,1630,335,698,1785,0,3480,2,465,0,13,161,82,3,0,21,0,1731,1156,0,82,27,199,458,0,0,332,487,0,27,0,66,1449,0,259,0,70,789,81,0,0,0,457,0,0,0,468,0,0,0,235,0,0,0,0,7,5,0,348,0,143,0,145,249,0,7,74,293,448,13,1473,380,0,0,61,0,0,0,129,0,307,19,32,0,9,1554,0,232,0,85,0,0,48,93,6,0,36,0,231,0,324,226,138,0,789,135,0,0,335,4,0,55,12,0,0,47,39,0,84,117,0,336,0,0,284,120,101,0,0,157,0,23,0,57,105,0,22,2,18,5,0,0,19,0,331,0,0,0,39,44,0,0,0,50,0,0,24,0,0,15,0,92,27,84,33,11,202,37,0,0,0,0,0,3,0,49,0,164,27,23,0,6,0,35,0,0,0,0,0,0,6,167,2,0,0,0,15,0,0,0,0,6,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
"197",333,2,0,2629,122,8554,1232,206,223,1096,0,3602,19,239,0,2,210,31,0,0,4,0,242,1299,0,121,0,78,147,0,0,273,226,0,4,0,66,289,0,468,0,7,279,102,0,0,0,117,0,0,0,51,0,0,0,197,0,0,0,0,17,23,0,69,0,637,0,102,184,120,1,188,2273,1235,4,535,1860,0,0,70,0,0,0,451,0,538,18,22,0,12,411,0,44,0,280,0,0,23,130,4,0,0,0,299,0,7,109,299,0,475,205,0,0,291,0,0,240,11,0,0,18,216,0,32,3,0,264,0,0,153,212,90,0,0,23,0,74,0,31,39,0,0,5,24,34,0,76,6,0,272,0,0,0,10,23,0,0,6,112,0,0,52,0,0,8,0,62,38,135,36,15,0,22,0,0,0,0,0,18,0,21,0,51,36,35,0,36,0,0,0,0,0,0,0,0,0,174,6,0,0,0,3,0,0,0,0,8,0,7,0,0,0,9,0,3,0,14,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"214",1284,0,8707,656,99,95,0,692,265,482,0,414,214,1005,1218,710,297,411,0,0,625,1613,107,417,0,377,0,125,425,0,0,561,244,0,203,1305,187,224,724,570,686,35,116,254,401,0,752,117,0,0,79,58,0,0,345,92,0,0,0,0,64,374,0,219,263,200,0,55,197,0,140,34,0,0,6,0,214,100,44,128,466,0,79,51,2,0,39,14,3,42,0,0,18,15,27,366,7,32,111,6,0,73,0,8,0,2,42,0,0,36,45,0,0,0,85,0,4,36,112,0,1,0,31,106,0,131,0,0,5,0,23,28,0,78,0,0,20,0,27,17,28,11,65,16,41,0,1,0,59,0,1,0,42,2,14,0,0,0,0,12,0,20,14,2,20,0,7,0,0,0,5,0,0,19,0,2,1,5,0,0,2,8,0,1,0,0,0,0,3,0,1,0,0,5,0,0,0,0,15,0,14,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"208",1080,0,6425,665,112,22,629,736,504,625,1582,1095,211,678,942,97,0,256,0,0,45,301,785,232,0,890,1246,506,507,0,0,586,204,0,215,0,218,439,863,40,585,437,248,73,795,0,0,190,0,0,0,304,0,0,160,96,0,1854,0,0,93,234,0,161,261,104,2213,34,220,165,284,40,0,0,63,0,102,39,36,148,432,0,281,11,9,0,72,43,147,76,0,113,2,21,43,0,10,151,39,16,3,53,0,33,0,36,33,0,0,38,33,0,614,401,132,2,0,52,163,304,11,0,0,136,0,0,0,16,0,0,15,10,0,0,0,0,0,17,43,27,107,6,29,17,24,26,0,0,0,0,0,0,92,0,12,0,0,0,0,6,0,5,0,23,109,0,9,0,0,0,10,0,1,0,0,10,19,0,0,0,7,0,0,23,0,0,0,0,0,0,0,8,17,11,0,4,0,0,0,0,0,0,5,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"203",1183,0,6927,888,7,3,0,720,151,48,0,1639,92,469,314,186,269,124,0,0,694,617,670,421,0,495,0,199,392,0,0,378,205,20,169,893,160,238,882,148,631,4,135,150,512,0,379,51,0,0,13,0,0,0,270,100,0,0,0,0,47,589,0,48,235,71,1,59,24,75,72,33,0,0,17,0,0,86,29,110,69,0,55,192,0,0,176,7,32,42,0,0,1,21,13,0,14,0,43,12,4,16,0,22,0,23,40,0,0,13,51,0,0,0,80,0,0,33,0,0,25,0,23,96,10,0,0,31,3,0,26,4,0,115,0,3,3,0,20,10,120,5,36,9,14,5,0,11,41,0,0,0,35,20,13,0,0,1,0,15,0,5,5,0,0,0,6,1,0,0,0,0,2,10,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,8,3,0,0,0,3,26,0,14,0,0,0,0,12,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"191",2870,3831,0,563,81,0,438,1769,2296,254,5690,77,128,860,222,854,184,947,0,0,17,1126,146,228,0,577,332,410,209,0,0,551,1,11,118,0,587,78,520,324,324,18,119,245,1,0,335,128,0,0,236,31,0,0,229,112,0,0,0,0,15,66,16,28,176,193,0,33,145,21,21,62,0,0,7,0,0,66,18,76,449,0,98,98,5,0,38,17,64,30,0,0,12,19,44,110,8,11,55,17,0,48,0,46,1,0,19,0,0,2,43,0,0,0,0,0,0,44,0,0,46,0,59,34,0,0,0,0,0,0,26,24,0,12,0,0,0,0,18,16,29,6,19,24,40,0,0,0,32,0,0,0,35,44,6,0,16,3,0,0,0,9,18,10,0,0,0,1,0,3,0,0,0,22,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
